YEAR,PAPER,DATE OF REPORT,DATE OF INCIDENT,LOCATION,HEADLINE,LINK
,,"JANUARY 19, 2018",,,Herdsmen Menace: We won’t allow cattle colonies in S’West — YCE,https://www.vanguardngr.com/2018/01/herdsmen-menace-wont-allow-cattle-colonies-swest-yce/
,,"JANUARY 19, 2018",,,"Treat killer herdsmen as terrorists, PFN tells FG",https://www.vanguardngr.com/2018/01/treat-killer-herdsmen-terrorists-pfn-tells-fg/
,,"JANUARY 19, 2018",,,"Proffer alternatives to grazing, Tinubu urges FG",https://www.vanguardngr.com/2018/01/proffer-alternatives-grazing-tinubu-urges-fg/
,,"JANUARY 18, 2018",,,Herdsmen killings: We have no control over any Fulani man – Sultan,https://www.vanguardngr.com/2018/01/herdsmen-killings-no-control-fulani-man-sultan/
,,"JANUARY 18, 2018","JANUARY 18, 2018","Orin-Ekiti, Ekiti State","Suspected herdsmen strike in Ekiti, kill pregnant woman",https://www.vanguardngr.com/2018/01/suspected-herdsmen-strike-ekiti-kill-pregnant-woman/
,,"JANUARY 17, 2018",,,Herdsmen: ,https://www.vanguardngr.com/2018/01/herdsmen-%e2%80%8efayose-summons-peace-meeting-says-dont-want-killing-ethnic-tribe-ekiti-reprisal/
,,"JANUARY 17, 2018",,,Herdsmen must embrace modern cattle rearing techniques – Presidency,https://www.vanguardngr.com/2018/01/herdsmen-must-embrace-modern-cattle-rearing-techniques-presidency/
,,"JANUARY 17, 2018",,,"Herdsmen threatening Nigeria’s unity — Gen Ejiga, Moro",https://www.vanguardngr.com/2018/01/herdsmen-threatening-nigerias-unity-gen-ejiga-moro/
,,"JANUARY 17, 2018",,,"How to end incessant farmers, herdsmen’s clashes — FALANA",https://www.vanguardngr.com/2018/01/end-incessant-farmers-herdsmens-clashes-falana/
,,"JANUARY 17, 2018",,,"The politics of the poor man’s pain: Herdsmen, farmers and elite manipulation",https://www.vanguardngr.com/2018/01/politics-poor-mans-pain-herdsmen-farmers-elite-manipulation/
,,"JANUARY 16, 2018",,,"Herdsmen attack: Buhari’s silence disturbing, says Ibadan chief",https://www.vanguardngr.com/2018/01/herdsmen-attack-buharis-silence-disturbing-says-ibadan-chief/
,,"JANUARY 16, 2018",,,Buhari helpless over herdsmen attacks – Akande,https://www.vanguardngr.com/2018/01/buhari-helpless-herdsmen-attacks-akande/
,,"JANUARY 16, 2018",,,"Okorocha laments killings by terrorists, herdsmen",https://www.vanguardngr.com/2018/01/okorocha-laments-killings-terrorists-herdsmen/
,,"JANUARY 15, 2018",,,TEKAN faults FG on Cattle Colonies,https://www.vanguardngr.com/2018/01/tekan-faults-fg-cattle-colonies/
,,"JANUARY 14, 2018",,,Killings have nothing to do with Buhari being Fulani- Femi Adesina,https://www.vanguardngr.com/2018/01/killings-have-nothing-to-do-with-buhari-being-fulani-femi-adesina/
,,"JANUARY 14, 2018",,,Good people do not let bad things happen,https://www.vanguardngr.com/2018/01/good-people-not-let-bad-things-happen/
,,"JANUARY 13, 2018",,,President Buhari and violent herdsmen – Dr. Ugoji Egbujo,https://www.vanguardngr.com/2018/01/president-buhari-violent-herdsmen-dr-ugoji-egbujo/
,,"JANUARY 12, 2018",,,Benue killings: Take action on herdsmen or risk 2019 election – Obigwe,https://www.vanguardngr.com/2018/01/benue-killings-take-action-herdsmen-risk-2019-obigwe/
,,"JANUARY 12, 2018",,,"While farmers produce food we eat, Fulani herdsmen provide milk, meat – Group",https://www.vanguardngr.com/2018/01/farmers-produce-food-eat-fulani-herdsmen-provide-milk-meat-group/
,,"JANUARY 12, 2018",,,"End killings by herdsmen now, Ohanaeze charges Buhari",https://www.vanguardngr.com/2018/01/end-killings-herdsmen-now-ohanaeze-charges-buhari/
,,"JANUARY 11, 2018",,,Nigerian herdsmen crisis: what’s at stake?,https://www.vanguardngr.com/2018/01/nigerian-herdsmen-crisis-whats-stake/
,,"JANUARY 11, 2018",,,Herdsmen’ve declared war on Nigeria – Soyinka,https://www.vanguardngr.com/2018/01/herdsmenve-declared-war-nigeria-soyinka/
,,"JANUARY 11, 2018",,,Fayose charges hunters to secure Ekiti,https://www.vanguardngr.com/2018/01/fayose-charges-hunters-secure-ekiti/
,,"JANUARY 11, 2018",,,CAN advocates secure borders to control influx of foreign herders,https://www.vanguardngr.com/2018/01/can-advocates-secure-borders-control-influx-foreign-herders/
,,"JANUARY 11, 2018",,,Herdsmen/Farmers Clash: We’re prepared to defend ourselves —Ndokwa youths,https://www.vanguardngr.com/2018/01/herdsmenfarmers-clash-prepared-defend-ndokwa-youths/
,,"JANUARY 10, 2018",,,"Don’t allow herdsmen kill our people, Fayose charges Ekiti hunters",https://www.vanguardngr.com/2018/01/dont-allow-herdsmen-kill-people-fayose-charges-ekiti-hunters/
,,"JANUARY 10, 2018",,,"Benue killings : I-G kicks against military deployment, vows to apprehend, prosecute perpetrators",https://www.vanguardngr.com/2018/01/benue-killings-g-kicks-military-deployment-vows-apprehend-prosecute-perpetrators/
,,"JANUARY 10, 2018",,,"Treat rampaging herdsmen as terrorists, PFN tells FG",https://www.vanguardngr.com/2018/01/treat-rampaging-herdsmen-terrorists-pfn-tells-fg/
,,"JANUARY 9, 2018","JANUARY 8, 2018","Logo Local Government Area, Benue State",Benue: Herdsmen kill 2 policemen in ambush — PPRO,https://www.vanguardngr.com/2018/01/benue-herdsmen-kill-2-policemen-ambush-ppro/
,,"JANUARY 9, 2018",,,Benue: We’ve not done enough for herdsmen – FG,https://www.vanguardngr.com/2018/01/benue-weve-not-done-enough-herdsmen-fg/
,,"JANUARY 8, 2018","JANUARY 8, 2018",Logo local government area of Benue state,Breaking: Suspected herdsmen assail Policemen in Logo LGA in Benue state,https://www.vanguardngr.com/2018/01/breaking-suspected-herdsmen-assail-policemen-logo-lga-benue-state/
,,"JANUARY 7, 2018",,,"Don’t politicize herdsmen killings, Osinbajo warns Nigerians",https://www.vanguardngr.com/2018/01/dont-politicize-herdsmen-killings-osinbajo-warns-nigerians/
,,"JANUARY 6, 2018",,"Tse Akombo, Tse Vii and Tse Agule communities in Logo Logo local government area","Village head, 15 others killed in fresh herdsmen attack on Benue communities.",https://www.vanguardngr.com/2018/01/village-head-15-others-killed-fresh-herdsmen-attack-benue-communities/
,,"JANUARY 6, 2018",,,"How to avoid herdsmen, farmers unending clashes —Miyetti Allah Cattle Breeders",https://www.vanguardngr.com/2018/01/avoid-herdsmen-farmers-unending-clashes-miyetti-allah-cattle-breeders/
,,"JANUARY 6, 2018",,,CAN declares nationwide prayer tomorrow over herdsmen killings,https://www.vanguardngr.com/2018/01/can-declares-nationwide-prayer-tomorrow-herdsmen-killings/
,,"JANUARY 5, 2018",,Akor village of Guma Local Government Area of Benue State,Breaking: Police arraign six herdsmen over Benue killings,https://www.vanguardngr.com/2018/01/breaking-police-arraign-six-herdsmen-over-benue-killings/
,,"JANUARY 5, 2018",,,"‘FG’s failure to arrest, prosecute killer herdsmen encouraging Benue bloodbath’",https://www.vanguardngr.com/2018/01/fgs-failure-arrest-prosecute-killer-herdsmen-encouraging-benue-bloodbath/
,,"JANUARY 5, 2018",,"Arodoye community, in Akure South Local Government Area of Ondo State.","Herdsmen kill woman, destroy 200-acre farmlands in Ondo",https://www.vanguardngr.com/2018/01/herdsmen-kill-woman-destroy-200-acre-farmlands-ondo/
,,"JANUARY 5, 2018",,,How herdsmen killed 24 of our people — Ogun Communities,https://www.vanguardngr.com/2018/01/how-herdsmen-killed-24-of-our-people-ogun-communities/
,,"JANUARY 5, 2018",,,Abia women protest activities of herdsmen,https://www.vanguardngr.com/2018/01/abia-women-protest-activities-herdsmen/
,,"JANUARY 3, 2018",,,"Silent killings of herdsmen ongoing in Adamawa, Fulani group alleges",https://www.vanguardngr.com/2018/01/silent-killings-herdsmen-ongoing-adamawa-fulani-group-alleges/
,,"JANUARY 3, 2018","JANUARY 2, 2018","Tom-Atar and Umenge, Akor villages in Guma, Governor Samuel Ortom’s home town and Ayilamo, Turan, Ngambe-Tiev in Logo local government areas of Benue state",Over 50 killed in coordinated attacks on six Benue communities by herdsmen,https://www.vanguardngr.com/2018/01/50-killed-coordinated-attacks-six-benue-communities-herdsmen/
,,"JANUARY 2, 2018","JANUARY 2, 2018","Tom-Atar and Umenge, Akor villages in Guma, Governor Samuel Ortom’s home town and Ayilamo, Turan, Ngambe-Tiev in Logo local government areas of Benue state",Herdsmen kill over 50 in coordinated attacks on six Benue communities,https://www.vanguardngr.com/2018/01/herdsmen-kill-50-coordinated-attacks-six-benue-communities/
,,,,,,
,,"DECEMBER 30, 2017","DECEMBER 28, 2017","Minda, Lau local government area of Taraba state",Four feared dead in farmer-herdsmen clash in Taraba,https://www.vanguardngr.com/2017/12/four-feared-dead-farmer-herdsmen-clash-taraba/
,,"DECEMBER 25, 2017",,Anaku in Ayamelum local government area of Anambra State,"Tension in Anambra, as herdsmen kill farmer",https://www.vanguardngr.com/2017/12/tension-anambra-herdsmen-kill-farmer/
,,"DECEMBER 18, 2017",,Ibiono Ibom Local Government Area of Akwa Ibom,Police investigate alleged herdsmen attack in Akwa Ibom,https://www.vanguardngr.com/2017/12/police-investigate-alleged-herdsmen-attack-akwa-ibom/
,,"DECEMBER 14, 2017",,,Adamawa inaugurates commission of inquiry on farmers/herder crises,https://www.vanguardngr.com/2017/12/adamawa-inaugurates-commission-inquiry-farmersherder-crises/
,,"DECEMBER 14, 2017","DECEMBER 13, 2017","Olokoro, Umuahia South Council of Abia State",Cows led by Fulani herdsmen destroy cassava farm in Umuahia,https://www.vanguardngr.com/2017/12/cows-led-fulani-herdsmen-destroy-cassava-farm-umuahia/
,,"DECEMBER 12, 2017",,,Presidency begins consultations to end farmers – herdsmen conflicts,https://www.vanguardngr.com/2017/12/presidency-begins-consultations-end-farmers-herdsmen-conflicts/
,,"DECEMBER 8, 2017",,,"Integrate herdsmen, Kogi govt charges LG bosses, monarchs",https://www.vanguardngr.com/2017/12/integrate-herdsmen-kogi-govt-charges-lg-bosses-monarchs/
,,"DECEMBER 7, 2017",,"Ito South clan, Odukpani Local Government Area, Cross River State",Herdsmen sack 200 families in Cross River,https://www.vanguardngr.com/2017/12/herdsmen-sack-200-families-cross-river/
,,"DECEMBER 7, 2017",,,"Herdsmen, farmers’ clash: Bishop warns of militarised society",https://www.vanguardngr.com/2017/12/herdsmen-farmers-clash-bishop-warns-militarised-society/
,,"NOVEMBER 28, 2017",,,"Abia CP advises herdsmen, communities not to take law into their hands",https://www.vanguardngr.com/2017/11/abia-cp-advises-herdsmen-communities-not-take-law-hands/
,,"NOVEMBER 26, 2017",,,Benue herdsmen’s attacks: 500 persons still missing – Tribal leaders,https://www.vanguardngr.com/2017/11/benue-herdsmens-attacks-500-persons-still-missing-tribal-leaders/
,,"NOVEMBER 22, 2017",,Oke Ogun area of Oyo State,"Poisonous tubers on grazing routes: 10 injured as herdsmen, farmers clash in Oyo",https://www.vanguardngr.com/2017/11/poisonous-tubers-grazing-routes-10-injured-herdsmen-farmers-clash-oyo/
,,"NOVEMBER 20, 2017",,,Ogun monarch raises alarm over arrival of herdsmen,https://www.vanguardngr.com/2017/11/ogun-monarch-raises-alarm-arrival-herdsmen/
,,"NOVEMBER 18, 2017",,,Fayose announces arrest of herdsmen in Ekiti,https://www.vanguardngr.com/2017/11/fayose-announces-arrest-herdsmen-ekiti/
,,"NOVEMBER 15, 2017",,,NIRSAL proffers solution to herders/farmers clashes,https://www.vanguardngr.com/2017/11/nirsal-proffers-solution-herdersfarmers-clashes-2/
,,"NOVEMBER 15, 2017",,NIRSAL proffers solution to herders/farmers clashes, https://www.vanguardngr.com/2017/11/nirsal-proffers-solution-herdersfarmers-clashes-2/,
,,"NOVEMBER 15, 2017",,Doosul Nambo and Ladi Mhbahme— in Guma Local Government Area of the state.,Benue Police arrest 4 herdsmen for attempted rape,https://www.vanguardngr.com/2017/11/benue-police-arrest-4-herdsmen-attempted-rape/
,,"NOVEMBER 14, 2017",,Doosul Nambo and Ladi Mhbahme— in Guma Local Government Area of the state.,Four herdsmen attempted to rape two women in Benue,https://www.vanguardngr.com/2017/11/four-herdsmen-attempted-rape-two-women-benue/
,,"NOVEMBER 13, 2017","NOVEMBER 13, 2017",Riyom Local Government Area,Breaking: Suspected herdsmen kill two in fresh Plateau attack,https://www.vanguardngr.com/2017/11/breaking-suspected-herdsmen-kill-two-fresh-plateau-attack/
,,"NOVEMBER 8, 2017",,,"Traditional ruler urges farmers, herdsmen to co-exist in peace",https://www.vanguardngr.com/2017/11/traditional-ruler-urges-farmers-herdsmen-co-exist-peace/
,,"NOVEMBER 6, 2017",,Obada-Oko area of Abeokuta,Herdsmen arrested for killing colleague in Ogun,https://www.vanguardngr.com/2017/11/herdsmen-arrested-killing-colleague-ogun/
,,"NOVEMBER 3, 2017",,"Tombo ward, Gaambe-tiev in Logo Local Government Area","24hrs after Benue grazing law takes effect, herdsmen kill one, injure many",https://www.vanguardngr.com/2017/11/24hrs-benue-grazing-law-takes-effect-herdsmen-kill-one-injure-many/
,,"NOVEMBER 1, 2017",Benue State,"Miyetti Allah: armed herdsmen, farmers and the struggle for contested space",https://www.vanguardngr.com/2017/11/miyetti-allah-armed-herdsmen-farmers-struggle-contested-space/,
,,"NOVEMBER 1, 2017",,,"Miyetti Allah: armed herdsmen, farmers and the struggle for contested space",https://www.vanguardngr.com/2017/11/miyetti-allah-armed-herdsmen-farmers-struggle-contested-space/
,,"OCTOBER 31, 2017",,,Emir to Herdsmen: Avoid clash of any sort in the interest Nigeria,https://www.vanguardngr.com/2017/10/emir-herdsmen-avoid-clash-sort-interest-nigeria/
,,"OCTOBER 26, 2017",,,Enugu herdsmen seek police protection,https://www.vanguardngr.com/2017/10/enugu-herdsmen-seek-police-protection/
,,"OCTOBER 23, 2017",Akoko Edo Council Area of Edo State,Breaking: Herdsmen demand N25m for Omafuaire release, https://www.vanguardngr.com/2017/10/breaking-herdsmen-demand-n25m-omafuaire-release,
,,"OCTOBER 23, 2017","Obada-Oko area of Abeokuta, Ogun State",Herdsmen arrested for killing colleague in Ogun,https://www.vanguardngr.com/2017/11/herdsmen-arrested-killing-colleague-ogun/,
,,"OCTOBER 11, 2017",Nasarawa State,Miyetti Allah association in Nasarawa warns herdsmen over cattle grazing,https://www.vanguardngr.com/2017/10/miyetti-allah-association-nasarawa-warns-herdsmen-cattle-grazing/,
,,"OCTOBER 11, 2017","Jebbu Miango, Bassa Local Go-vernment Area, Plateau State",Women protest killings by herdsmen in Plateau,https://www.vanguardngr.com/2017/10/women-protest-killings-herdsmen-plateau/,
,,"September 21, 2017",,"Fulani herdsmen are criminals, not terrorists like IPOB – FG",https://www.vanguardngr.com/2017/09/fulani-herdsmen-are-criminals-not-terrorists-like-ipob-fg/,
,,"September 16, 2017",Ekiti State,"Herdsmen activities a security threat to our nation, Falae laments", https://www.vanguardngr.com/2017/09/herdsmen-activities-security-threat-nation-falae-laments/,
,,"September 11, 2017","Gagarawa Local Government Area, Jigawa State",2 herdsmen beat colleague to death in Jigawa,https://www.vanguardngr.com/2017/09/2-herdsmen-beat-colleague-death-jigawa/,
,,"September 09, 2017",Kamuya community of Yobe State.,We rescued 6 herdsmen from Boko Haram- Army, https://www.vanguardngr.com/2017/09/rescued-6-herdsmen-boko-haram-army/,
,,"September 09, 2017","Kuje Area Council, FCT,",Grazing: FCT community warns herdsmen,https://www.vanguardngr.com/2017/09/grazing-fct-community-warns-herdsmen/,
,,"September 5, 2017",Ondo State,Akure monarch laments herdsmen’s menace in Ondo,https://www.vanguardngr.com/2017/09/akure-monarch-laments-herdsmens-menace-ondo/,
,,"September 3, 2017",,"N/Delta group says Buhari unconcerned about genocidal herdsmen, petitions UN",https://www.vanguardngr.com/2017/09/ndelta-group-says-buhari-unconcerned-genocidal-herdsmen-petitions-un/,
,,"September 02, 2017","Oben, Orhiomwon Local Government Area of Edo State.",Tension as herdsmen kill 52-yr-old farmer in Edo, https://www.vanguardngr.com/2017/09/tension-herdsmen-kill-52-yr-old-farmer-edo/,
,,"September 2, 2017",Gombe State,"Don’t graze on peoples’ farms, Emir tells herdsmen",https://www.vanguardngr.com/2017/09/dont-graze-peoples-farms-emir-tells-herdsmen/,
,,"AUGUST 30, 2017",Ondo State,Herdsmen again invade Falae farm in Ondo, https://www.vanguardngr.com/2017/08/herdsmen-invade-falae-farm-ondo/,
,,"August 27, 2017","Ore, Odigbo council area, Ondo State",Herdsmen took turns to rape me in my farm,https://www.vanguardngr.com/2017/08/herdsmen-took-turns-rape-farm/,
,,"AUGUST 20, 2017","Owerri, Imo State",Cattle rearers take over FUTO farm house,https://www.vanguardngr.com/2017/08/cattle-rearers-take-futo-farm-house/,
,,"AUGUST 19, 2017",Benue State,Benue disowns quit notice to herdsmen,https://www.vanguardngr.com/2017/08/benue-disowns-quit-notice-herdsmen/,
,,"AUGUST 18, 2017",Owerri west Local Government Area of Imo state. ADV,"Herdsmen invade, destroy 200 farms in Imo",: https://www.vanguardngr.com/2017/08/herdsmen-invade-destroy-200-farms-imo/,
,,"AUGUST 18, 2017",,Herdsmen in Yobe urge FG to create cattle routes,https://www.vanguardngr.com/2017/08/herdsmen-yobe-urge-fg-create-cattle-routes/,
,,"AUGUST 17, 2017",,"USAID builds bridges between farmers, herdsmen",https://www.vanguardngr.com/2017/08/usaid-builds-bridges-farmers-herdsmen/,
,,"AUGUST 17, 2017",Owerri west Local Government Area of Imo state,Over 200 farmers suffer herdsmen attack in Imo, https://www.vanguardngr.com/2017/08/200-farmers-suffer-herdsmen-attack-imo/,
,,"AUGUST 16, 2017",Benue State,‘We won’t cede an inch of Benue territory to herdsmen’,https://www.vanguardngr.com/2017/08/wont-cede-inch-benue-territory-herdsmen/,
,,"AUGUST 15, 2017","Isoko North local government area, Delta state",Iyede women shut Ughelli-Asaba Road over herdsmen menace, https://www.vanguardngr.com/2017/08/breaking-iyede-women-shut-ughelli-asaba-road-herdsmen-menace/,
,,"AUGUST 15, 2017","Isoko North Local Government Area, Delta State",Villagers barricade Ughelli-Asaba expressway over herdsmen menace,https://www.vanguardngr.com/2017/08/villagers-barricade-ughelli-asaba-expressway-herdsmen-menace/,
,,"AUGUST 06, 2017",Benue State,West Africa herdsmen plotting to invade Benue to stop anti-grazing law – Ortom,https://www.vanguardngr.com/2017/08/west-africa-herdsmen-plotting-invade-benue-stop-anti-grazing-law-ortom/,
,,"AUGUST 06, 2017",,Herdsmen seek inclusion in FG’s health programmes, https://www.vanguardngr.com/2017/08/herdsmen-seek-inclusion-fgs-health-programmes/,
,,"JULY 27, 2017",Buruku local government area of Benue state,Over 350m persons may have been adversely affected by herdsmen’s activities in Sub Saharan Africa – UNICEF,https://www.vanguardngr.com/2017/07/350m-persons-may-adversely-affected-herdsmens-activities-sub-saharan-africa-unicef/,
,,"JULY 24, 2017",Nkanu West Local Government Area of Enugu State,Protests rock Enugu community over herdsmen attack,https://www.vanguardngr.com/2017/07/protests-rock-enugu-community-herdsmen-attack/,
,,"JULY 22, 2017","Ndokwa West Local Government Area, Delta State","Herdsmen invade Ndokwa community in Delta, kill one, another injured", https://www.vanguardngr.com/2017/07/herdsmen-invade-ndokwa-community-delta-kill-one-another-injured/,
,,"JULY 20, 2017",Kaduna State,"33 killed in clashes between herdsmen, farmers",https://www.vanguardngr.com/2017/07/33-killed-clashes-herdsmen-farmers/,
,,"JULY 19, 2017",Guma local government area of the Benue state,United Nations seeks W-African regional approach to lingering farmers/herdsmen crisis,https://www.vanguardngr.com/2017/07/united-nations-seeks-w-african-regional-approach-lingering-farmersherdsmen-crisis/,
,,"JULY 18, 2017","Etche Local Government Area, Rivers State,","Herdsmen invade Rivers community, threaten women, farmers with guns, arrows",https://www.vanguardngr.com/2017/07/herdsmen-invade-rivers-community-threaten-women-farmers-guns-arrows/,
,,"JULY 18, 2017",Nimbo community in Uzo Uwani Local Government Area of Enugu State,Nimbo killings: 5 herdsmen docked,https://www.vanguardngr.com/2017/07/nimbo-killings-5-herdsmen-docked/,
,,"July 11, 2017",Bayelsa State,Ijaw group writes Dickson over grazing land for herdsmen,https://www.vanguardngr.com/2017/07/ijaw-group-writes-dickson-grazing-land-herdsmen/,
,,"JULY 13, 2017",Delta State,Herdsmen scare Delta farmers from farms —Deltans in UK,https://www.vanguardngr.com/2017/07/herdsmen-scare-delta-farmers-farms-deltans-uk/,
,,"JUNE 27, 2017",Nasarawa State,Emir cautions herdsmen against grazing on farmlands, https://www.vanguardngr.com/2017/06/emir-cautions-herdsmen-grazing-farmlands/,
,,"JUNE 27, 2017",Nasarawa State,Nasarawa Emir to herdsmen: It’s wrong to graze on farmlands,https://www.vanguardngr.com/2017/06/nasarawa-emir-herdsmen-wrong-graze-farmlands/,
,,"June 25, 2017",Edo State,How we found the headless body of my mother in the farm – Bereaved son,https://www.vanguardngr.com/2017/06/found-headless-body-mother-farm-bereaved-son/,
,,"JUNE 25, 2017","Agrarian Ileyo community in lgbatoro, Akure North area of Ondo State.",ONDO: How herdsmen killed man whose farm is near Falae’s,https://www.vanguardngr.com/2017/06/ondo-herdsmen-killed-man-whose-farm-near-falaes/,
,,"JUNE 24, 2017",Benue State,Herdsmen had a different agenda in Benue,https://www.vanguardngr.com/2017/06/herdsmen-different-agenda-benue/,
,,"JUNE 23, 2017",Edo State,"Build ranches for herdsmen, cleric urges FG",https://www.vanguardngr.com/2017/06/build-ranches-herdsmen-cleric-urges-fg/,
,,"June 23, 2017",Jos ,2 herdsmen in court for allegedly raping 2 sisters,https://www.vanguardngr.com/2017/06/2-herdsmen-court-allegedly-raping-2-sisters/,
,,"June 23, 2017",,Herdsmen’s new threat: Stop anti-grazing law or there will be trouble,https://www.vanguardngr.com/2017/06/herdsmens-new-threat-stop-anti-grazing-law-will-trouble/,
,,"JUNE 21, 2017","Ndokwa West Local Government Area, Delta","Villagers kill 2 herdsmen, 2 cows in Delta",https://www.vanguardngr.com/2017/06/villagers-kill-2-herdsmen-2-cows-delta/,
,,"JUNE 21, 2017",Esan West Local Government Area of Edo State,Ekpoma boils over alleged killing of woman by herdsmen,https://www.vanguardngr.com/2017/06/ekpoma-boils-alleged-killing-woman-herdsmen/,
,,"JUNE 21, 2017",,"Herdsmen menace, prophesy foretold by Nnamdi Kanu —IPOB",https://www.vanguardngr.com/2017/06/herdsmen-menace-prophesy-foretold-nnamdi-kanu-ipob/,
,,"JUNE 20, 2017",Delta State,"Armed villagers kill 2 herdsmen, 2 cows in Delta",https://www.vanguardngr.com/2017/06/armed-villagers-kill-2-herdsmen-2-cows-delta/,
,,"JUNE 20, 2017","Ndokwa East Local Government Area,",Herdsmen kill one in Delta community, https://www.vanguardngr.com/2017/06/herdsmen-kill-one-in-delta-community/,
,,"JUNE 19, 2017","Akure, Ondo State",15 policemen escaped death as herdsmen attack Falae’s farm again,https://www.vanguardngr.com/2017/06/15-policemen-escaped-death-herdsmen-opened-fire-ondo/,
,,"JUNE 18, 2017","Ndokwa West Local Government Area, Delta State,",Herdsmen scare sends jitters to Delta community,https://www.vanguardngr.com/2017/06/herdsmen-scare-sends-jitters-delta-community/,
,,"JUNE 15, 2017","Ndokwa East, Delta State",Ndosimili indigenes flay herdsmen’s killing of farmers,https://www.vanguardngr.com/2017/06/ndosimili-indigenes-flay-herdsmens-killing-farmers/,
,,"JUNE 14, 2017",Edo State,Edo Govt. to set up security committee to curb herdsmen menace,https://www.vanguardngr.com/2017/06/edo-govt-set-security-committee-curb-herdsmen-menace/,
,,"JUNE 13, 2017",Delta State,"Fear of herdsmen, beginning of famine in Delta",https://www.vanguardngr.com/2017/06/fear-herdsmen-beginning-famine-delta/,
,,"JUNE 12, 2017",Delta State,Herdsmen: Osinbajo sends team to probe killings in Delta,https://www.vanguardngr.com/2017/06/herdsmen-osinbajo-sends-team-probe-killings-delta/,
,,"JUNE 12, 2017",Edo State,Herdsmen: Edo schools to get perimeter fencing, https://www.vanguardngr.com/2017/06/herdsmen-edo-schools-get-perimeter-fencing/,
,,"JUNE 12, 2017",Edo State,24 Boko Haram insurgents operating as Fulani herdsmen arrested in Edo,https://www.vanguardngr.com/2017/06/24-boko-haram-insurgents-operating-fulani-herdsmen-arrested-edo/,
,,"JUNE 12, 2017",Taraba State,"Herdsmen storm Taraba Assembly, protest grazing prohibition bill", https://www.vanguardngr.com/2017/06/herdsmen-storm-taraba-assembly-protest-grazing-prohibition-bill/,
,,"JUNE 12, 2017",Taraba State,"Herdsmen with arms storm Taraba Assembly, threaten showdown if grazing prohibition bill is passed", https://www.vanguardngr.com/2017/06/herdsmen-arms-storm-taraba-assembly-threaten-showdown-grazing-prohibition-bill-passed/,
,,"JUNE 11, 2017",Etsako West Local Government Area of Edo State.,"Woman, 39, shot dead by suspected herdsmen in the presence of husband, children",https://www.vanguardngr.com/2017/06/woman-39-shot-dead-suspected-herdsmen-presence-husband-children/,
,,"JUNE 11, 2017",Delta State,Osinbajo sends team to investigate killings by herdsmen in Delta,https://www.vanguardngr.com/2017/06/osinbajo-sends-team-investigate-killings-herdsmen-delta/,
,,"JUNE 10, 2017",Delta State,"Policemen now escort farmers to farm lands, says Gov Okowa",https://www.vanguardngr.com/2017/06/rising-attacks-herdsmen-deltapolicemen-now-escort-farmers-farm-lands-says-gov-okowa/,
,,"JUNE 8, 2017",,NCF boss counsels on herdsmen menace,https://www.vanguardngr.com/2017/06/ncf-boss-counsels-herdsmen-menace/,
,,"JUNE 7, 2017",Delta State,UPU begs FG to end killings by herdsmen,https://www.vanguardngr.com/2017/06/upu-begs-fg-end-killings-herdsmen/,
,,"JUNE 7, 2017",Edo State,Governor Obaseki donates N2m to victims of herdsmen attack,https://www.vanguardngr.com/2017/07/governor-obaseki-donates-n2m-victims-herdsmen-attack/,
,,"JUNE 6, 2017",Delta State,"Herdsmen collect cigarettes, beverages, garri as ‘ransom’ from farmers in Delta",https://www.vanguardngr.com/2017/06/herdsmen-collect-cigarettes-beverages-garri-ransom-farmers-delta/,
,,"JUNE 5, 2017","Ikpoba-Okha Local Government Area, Edo State.",Edo govt to curtail menace of herdsmen,https://www.vanguardngr.com/2017/06/edo-govt-curtail-menace-herdsmen-2/,
,,"JUNE 5, 2017","Umutu in Ukwuani Local Government Area, Delta State.",Delta CP to Miyetti-Allah: Unite to fish out criminal herdsmen,https://www.vanguardngr.com/2017/07/delta-cp-miyetti-allah-unite-fish-criminal-herdsmen/,
,,"JUNE 3, 2017",,USAID wades into Fulani herdsmen/Farmer conflicts in Nigeria,https://www.vanguardngr.com/2017/06/usaid-wades-fulani-herdsmenfarmer-conflicts-nigeria/,
,,"JUNE 1, 2017",,Herdsmen Attack: Women call on government for adequate protection,https://www.vanguardngr.com/2017/06/herdsmen-attack-women-call-government-adequate-protection/,
,,"JUNE 1, 2017",Akwa Ibom,"Police in A-Ibom moves to forestall herdsmen, farmers clash",https://www.vanguardngr.com/2017/06/police-ibom-moves-forestall-herdsmen-farmers-clash/,
,,"JUNE 1, 2017",Delta State,"Police apprehends herdsmen, kidnappers’s arms supplier in Delta",https://www.vanguardngr.com/2017/06/police-apprehends-herdsmen-kidnapperss-arms-supplier-delta/,
,,"MAY 31, 2017",,"Herdsmen attacks, another Boko Haram – Senate",https://www.vanguardngr.com/2017/06/herdsmen-attacks-another-boko-haram-senate/,
,,"MAY 30, 2017",Delta State,"Herdsmen attacks rising nationwide, Okowa raises fresh alarm",https://www.vanguardngr.com/2017/05/herdsmen-attacks-rising-nationwide-okowa-raises-fresh-alarm/,
,,"MAY 26, 2017",,Herdsmen: Removal of the head spirits,https://www.vanguardngr.com/2017/05/herdsmen-removal-head-spirits/,
,,"MAY 24, 2017",Delta State,"Stop rampaging herdsmen now, Senate tasks IG",https://www.vanguardngr.com/2017/05/stop-rampaging-herdsmen-now-senate-tasks-ig/,
